domain	subdomain	ko_KR	en_XX
law	대법원판례	한편 이 사건 국가유공자요건비해당처분 중 좌측 귀의 난청 증상에 대한 부분에 관하여는 상고장 및 상고이유서에 상고이유의 기재가 없다.	Meanwhile, among the disposition of non-relevance to a person of distinguished service to the State, there is no reason for appeal in the appeal and appeal statement regarding the symptoms of hearing loss in the left ear.
경제	산업경제	가설 1에서 회계 정보 시스템이 경영 전략에 유의적인 영향을 줄 것이라는 가설은 채택되었다.	In Hypothesis 1, the hypothesis was adopted that the accounting information system would have a significant impact on management strategy.
medical	의료/보건	연구팀은 녹내장, 백내장, 연령 관련 황반변성이 있는 사람들을 그룹화시켜 각 그룹 청력손실이 있는 사람과 없는 사람 비율을 비교했다.	The research team grouped people with glaucoma, cataracts and age-related macular degeneration to compare the ratio of people with hearing loss in each group and those without.
법률	세법	그 두 세금의 세율은 시의회에서 투표하여 정한다.	The tax rate of the two taxes shall be determined by voting by the City Council.
folk_and_food	향토문화/음식	망양정과 월송정을 그린 산수화가 몇 점 전해져 오고 있는데, 대부분 조선 후기의 작품이다.	Several landscape paintings depicting Mangyangjeong Pavilion and Wolsongjeong Pavilion have been handed down, most of which are from the late Joseon Dynasty.
세계	문화_예술	"부시는 주요 언론과 인터뷰에서 부시센터는 자신의 공과를 둘러싼 토론장이 아닌 ""팩트를 보여주는 전시장""이라고 소개하면서 ""나는 내가 할 일을 했고, 종국적으로 역사가 그것을 심판할 것""이라고 자신감을 보였다."	"""I did what I was going to do, and history will judge it,"" Bush said in an interview with major media, introducing the Bush Center as a ""fact-showing show"" rather than a forum surrounding his lesson."
기계	재료공학	상기 마이크로-미러들(122)은 매트릭스 형태로 배열될 수 있다.	The micro-mirrors 122 may be arranged in a matrix form.
How to design mosquitoes out of cities	TED	끝으로 말씀드리고 싶은 건, 모기를 싫어할 수도 있죠. 이 흡혈귀를 사랑하라고 설득하지는 않겠습니다만, 모기를 이해는 하셔야 합니다. 모기의 다양성을 이해하지 못하고 우리가 창조하는 녹색 도시와 모기의 관계를 이해하지 못한다면, 그로 인해 파생되는 질병을 줄이기가 훨씬 더 힘들어질 것입니다. 그리고 안타깝게도 모기는 우리가 미래에 겪을 또다른 난관이기도 합니다. 우리의 미래 도시에 기후 변화가 찾아온다면 말이죠.	So finally, I want to leave you with a thought. We may hate mosquitoes, and I understand. I don’t want to convert you into loving these bloodsuckers. But we need to understand them. Because if we can’t understand the diversity of mosquitoes and their relationships with the environments we’re creating in our green cities, it's going to become a much greater struggle to kind of reduce the burden of disease that might come with them. And unfortunately, mosquitoes are going to be yet another challenge we face as we move forward into our future cities under the impact of a changing climate.
법률	법률연구	영국 법원이 부주의로써 손해를 발생시킨 행위에 대해서도 소권을 인정함으로써 과실에 기초한 불법행위 개념이 태동할 수 있었지만, 거기에 더 나아가 책임부과의 실체적・일반적 근거를 체계화시킨 것은 아니었다.	The idea of tort based on negligence was created by the British court's acknowledgment associated with straight to sue for acts that caused damage as a result of negligence, however it would not further systematize the substantive and basic basis for imposing liability.
해외영업	연구개발,과학기술	이 제품은 바이러스를 제거할 수 있는 특수 마이크로 필터와 함께 제공이 될 것입니다.	This product comes with special microfilters that can demobilize viruses.
세계	사회_의료	BBB는 병원의 모회사이면서도 간호사들의 고용주는 병원이기에 그들은 BBB의 소속 직원이 아니라는 논리로 맞서 법원이 책임 소재를 어떻게 규정할지 관심이 쏠린다.	The focus is on how the court will define responsibility in light of the logic that BBB is the parent company of the hospital but the hospital employs the nurses, implying that they are not BB employees.
한국문화	한국국제문화교류진흥원	그런 이들에게 익숙하지 않은 회식 문화와 상사가 주는 술을 거부하는 것이 불가능한 문화라고 소개했다.	They introduced them to the unfamiliar drinking culture and to the culture where it was impossible to refuse alcohol from their boss.
해외영업	도소매유통	원한다면 마스카라 코팅을 더 하세요.	Add more coats of the mascara if you wish.
기후	기후	국제저탄소경제연구소는 오늘 '중국 저탄소경제 발전보고'를 통해 중국이 스모그를 근본적으로 해결하는 데는 현재의 경제발전 방식과 기술 수준을 고려할 때 20~30년이 걸릴 것으로 전망했다.	According to the International Low-Carbon Economy Research Institute's 'China Low-Carbon Economy Development Report,' it will take China between 20 and 30 years to fundamentally solve smog using the current economic development method and technology level.
뉴스	문화,요리_여행	너울을 타고 배가 흔들리자 미약한 멀미 기운이 느껴졌다.	I felt weak motion sickness as the ship shook in the back.
의학	내과학	발열 기간은 발열 발생시점부터 만 24시간 이상 해열제의 사용없이 고막 체온이 38°C 미만으로 유지될 때까지로 정의하였다.	The period of fever can be defined as the time starting from its occurrence until the tympanic body temperature was maintained below 38°C without the use of antipyretics for more than 24 hours.
해외영업	도소매유통	저는 클립보드 제품을 소개하려고 합니다.	I would like to introduce a clipboard product.
대화체	여행/쇼핑	호박즙 파우치 뚜껑에서 곰팡이로 보이는 검은색 이물질이 나왔어요.	From the lid of the pumpkin juice pouch, black substances that look like mold are found.
기후	기후	서비스 상품은 그 속성상 무형적일 뿐 아니라 이질적이기 때문에 객관적인 유형적 단서에 의해 평가하기가 어렵다.	It is difficult to evaluate a service product on objective, tangible cues because it is intangible and heterogeneous.
일상생활	여행	우리가 정시에 올 수 있을 거라고 말했지.	I told you we would make it back on time.
해외영업	숙박,음식점	그래서 이들 국가로 한정하게 된 이유입니다.	That is the most important reason to choose these countries.
해외고객과의채팅	숙박,음식점	그런 식으로 생각해주셔서 기쁩니다.	I'm glad you think that.
전자 응용 절삭기계 제조업	청구항	한쪽의 면이 종방향 및 가로 방향으로 정렬해서 형성된 다수의 기능 영역을 가지는 기능면이며 다른 한쪽의 면이 기판면인 취성 재료 기판을 스크라이브하는 스크라이브 방법으로서, 상기 취성 재료 기판의 기판면의 격자형 스크라이브 예정 라인과 동일 피치의 격자형 영역의 각각 중심 위치에 상기 기능 영역보다 큰 보호 구멍을 형성한 평판형 스크라이브용 지그를 이용하여 상기 취성 재료 기판의 기능 영역이 상기 스크라이브용 지그의 보호 구멍에 포함되도록 취성 재료 기판의 기능면과 상기 스크라이브용 지그를 접촉시키고 상기 취성 재료 기판의 기판면에서(보다) 상기 스크라이브 예정 라인을 따라 격자형에 스크라이브 라인을 형성하는 취성 재료 기판의 스크라이브 방법.	A brittle material in which one surface is a functional surface having a large number of functional regions formed so as to be aligned in the vertical direction and the horizontal direction, and the other surface is a substrate surface. The brittle material substrate using a flat plate scribing jig in which protective holes larger than the functional region are formed at the center positions of the grid-like regions having the same pitch as the grid-like scribing scheduled lines on the substrate surface of the substrate. The functional surface of the brittle material substrate and the scribing jig are brought into contact with each other so that the functional region of the brittle material substrate is included in the protective hole of the scribe jig, and the brittle material substrate is brought into contact with the substrate surface of the brittle material substrate along the scheduled scribing line. A method of scribing a brittle material substrate that forms scribing lines in a grid pattern.
